last_updated_epoch,last_updated,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,uv,gust_mph,gust_kph,city
1701151200,2023-11-28 11:30,30.0,86.0,1,12.5,20.2,80,E,1011.0,29.85,0.02,0.0,79,75,35.4,95.8,4.0,2.0,6.0,20.4,32.9,Chennai
1701151200,2023-11-28 11:30,29.0,84.2,1,6.9,11.2,340,NNW,1012.0,29.88,0.0,0.0,62,50,32.6,90.6,2.5,1.0,7.0,5.6,9.0,Mumbai
1701151200,2023-11-28 11:30,27.3,81.2,1,2.2,3.6,191,SSW,1012.0,29.88,0.03,0.0,54,83,28.3,82.9,10.0,6.0,6.0,2.6,4.1,Pune
1701151200,2023-11-28 11:30,28.0,82.4,1,4.3,6.8,160,SSE,1016.0,30.0,0.0,0.0,58,50,29.0,84.2,5.0,3.0,7.0,14.4,23.2,Hyderabad
1701151200,2023-11-28 11:30,27.0,80.6,1,6.9,11.2,100,E,1017.0,30.03,0.0,0.0,70,50,28.3,83.0,6.0,3.0,7.0,12.6,20.3,Bengaluru
1701151200,2023-11-28 11:30,26.3,79.4,1,8.1,13.0,28,NNE,1012.0,29.9,0.0,0.0,64,16,27.8,82.1,10.0,6.0,7.0,9.4,15.0,Surat
1701151200,2023-11-28 11:30,28.0,82.4,1,3.8,6.1,280,W,1014.0,29.94,0.0,0.0,48,25,27.3,81.1,3.0,1.0,7.0,5.1,8.3,Kolkata
1701151200,2023-11-28 11:30,23.0,73.4,1,6.9,11.2,60,ENE,1014.0,29.94,0.0,0.0,73,25,24.8,76.6,4.0,2.0,7.0,6.7,10.8,Ahmedabad
1701151200,2023-11-28 11:30,27.7,81.8,1,7.6,12.2,80,E,1013.0,29.92,0.0,0.0,61,8,29.4,84.8,10.0,6.0,7.0,8.7,14.1,Visakhapatnam
1701151200,2023-11-28 11:30,31.0,87.8,1,10.5,16.9,70,ENE,1012.0,29.88,0.06,0.0,71,50,36.3,97.3,5.0,3.0,6.0,11.1,17.8,Madurai
