last_updated_epoch,last_updated,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,uv,gust_mph,gust_kph,city
1700977500,2023-11-26 11:15,30.0,86.0,1,12.5,20.2,60,ENE,1014.0,29.94,0.33,0.01,79,75,35.7,96.3,4.0,2.0,6.0,20.0,32.3,Chennai
1700977500,2023-11-26 11:15,29.0,84.2,1,3.8,6.1,110,ESE,1013.0,29.91,0.07,0.0,75,75,31.8,89.3,2.5,1.0,6.0,4.7,7.6,Mumbai
1700977500,2023-11-26 11:15,29.2,84.5,1,13.0,20.9,146,SSE,1014.0,29.94,0.11,0.0,48,76,30.0,86.0,10.0,6.0,6.0,14.9,24.0,Pune
1700977500,2023-11-26 11:15,26.3,79.3,1,11.9,19.1,121,ESE,1016.0,30.0,0.01,0.0,65,87,27.8,82.0,10.0,6.0,6.0,14.7,23.7,Hyderabad
1700977500,2023-11-26 11:15,27.0,80.6,1,13.6,22.0,90,E,1019.0,30.09,0.0,0.0,70,50,28.5,83.4,6.0,3.0,6.0,15.4,24.8,Bengaluru
1700977500,2023-11-26 11:15,26.3,79.4,1,2.2,3.6,242,WSW,1013.0,29.91,1.91,0.08,63,72,27.8,82.0,9.0,5.0,6.0,3.3,5.4,Surat
1700977500,2023-11-26 11:15,28.0,82.4,1,9.4,15.1,10,N,1017.0,30.03,0.0,0.0,55,25,27.8,82.1,3.2,1.0,7.0,10.6,17.0,Kolkata
1700977500,2023-11-26 11:15,20.0,68.0,1,11.9,19.1,240,WSW,1016.0,30.0,1.09,0.04,78,100,20.0,68.0,1.8,1.0,6.0,13.0,21.0,Ahmedabad
1700977500,2023-11-26 11:15,27.6,81.6,1,11.0,17.6,64,ENE,1015.0,29.99,0.0,0.0,59,12,29.0,84.3,10.0,6.0,7.0,12.6,20.3,Visakhapatnam
1700977500,2023-11-26 11:15,30.0,86.0,1,11.9,19.1,50,NE,1014.0,29.94,0.23,0.01,66,75,34.8,94.7,6.0,3.0,6.0,14.8,23.8,Madurai
