last_updated_epoch,last_updated,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,uv,gust_mph,gust_kph,city
1701006300,2023-11-26 19:15,26.0,78.8,0,13.6,22.0,110,ESE,1012.0,29.88,0.17,0.01,94,75,28.7,83.6,2.5,1.0,1.0,20.5,33.0,Chennai
1701006300,2023-11-26 19:15,25.0,77.0,0,9.4,15.1,320,NW,1011.0,29.85,0.44,0.02,89,100,26.9,80.4,2.2,1.0,1.0,11.8,19.0,Mumbai
1701006300,2023-11-26 19:15,23.4,74.1,0,5.6,9.0,251,WSW,1012.0,29.88,0.16,0.01,72,77,25.3,77.5,9.0,5.0,1.0,10.3,16.6,Pune
1701006300,2023-11-26 19:15,25.0,77.0,0,5.6,9.0,90,E,1017.0,30.03,0.0,0.0,74,50,26.6,79.8,4.0,2.0,1.0,11.5,18.5,Hyderabad
1701006300,2023-11-26 19:15,24.0,75.2,0,8.1,13.0,80,E,1018.0,30.06,0.0,0.0,78,50,26.0,78.8,6.0,3.0,1.0,13.5,21.8,Bengaluru
1701006300,2023-11-26 19:15,22.6,72.7,0,2.2,3.6,131,SE,1012.0,29.88,4.89,0.19,89,94,24.9,76.8,7.0,4.0,1.0,1.4,2.3,Surat
1701006300,2023-11-26 19:15,25.0,77.0,0,2.2,3.6,10,N,1015.0,29.97,0.0,0.0,65,0,25.7,78.2,3.5,2.0,1.0,3.8,6.0,Kolkata
1701006300,2023-11-26 19:15,20.0,68.0,0,9.4,15.1,60,ENE,1012.0,29.88,1.83,0.07,94,100,20.0,68.0,1.5,0.0,1.0,26.8,43.1,Ahmedabad
1701006300,2023-11-26 19:15,24.6,76.3,0,8.1,13.0,83,E,1015.0,29.97,0.0,0.0,73,25,26.4,79.4,10.0,6.0,1.0,13.0,20.9,Visakhapatnam
1701006300,2023-11-26 19:15,28.0,82.4,0,5.6,9.0,30,NNE,1012.0,29.88,0.19,0.01,74,25,33.9,93.0,4.0,2.0,1.0,12.4,19.9,Madurai
