last_updated_epoch,last_updated,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,uv,gust_mph,gust_kph,city
1701002700,2023-11-26 18:15,27.0,80.6,0,6.9,11.2,70,ENE,1011.0,29.85,0.31,0.01,89,75,30.5,86.8,2.0,1.0,1.0,19.8,31.8,Chennai
1701002700,2023-11-26 18:15,29.0,84.2,0,9.4,15.1,300,WNW,1010.0,29.83,0.1,0.0,79,75,33.8,92.8,2.2,1.0,1.0,12.9,20.7,Mumbai
1701002700,2023-11-26 18:15,24.5,76.1,0,5.8,9.4,242,WSW,1011.0,29.86,0.03,0.0,67,88,26.0,78.8,10.0,6.0,1.0,10.1,16.3,Pune
1701002700,2023-11-26 18:15,26.0,78.8,0,3.8,6.1,100,E,1016.0,30.0,0.0,0.0,70,50,27.7,81.9,5.0,3.0,1.0,11.5,18.4,Hyderabad
1701002700,2023-11-26 18:15,25.0,77.0,0,9.4,15.1,90,E,1017.0,30.03,0.0,0.0,74,50,26.9,80.4,6.0,3.0,1.0,14.3,23.0,Bengaluru
1701002700,2023-11-26 18:15,22.9,73.2,0,2.2,3.6,349,N,1011.0,29.87,5.17,0.2,87,86,25.1,77.1,7.0,4.0,1.0,3.3,5.3,Surat
1701002700,2023-11-26 18:15,26.0,78.8,0,3.8,6.1,20,NNE,1014.0,29.94,0.0,0.0,58,0,26.3,79.3,3.5,2.0,1.0,4.7,7.6,Kolkata
1701002700,2023-11-26 18:15,20.0,68.0,0,10.5,16.9,320,NW,1014.0,29.94,4.13,0.16,94,100,20.0,68.0,1.0,0.0,1.0,20.2,32.6,Ahmedabad
1701002700,2023-11-26 18:15,24.8,76.6,0,9.8,15.8,91,E,1014.0,29.94,0.0,0.0,73,20,26.5,79.7,10.0,6.0,1.0,15.6,25.2,Visakhapatnam
1701002700,2023-11-26 18:15,29.0,84.2,0,8.1,13.0,30,NNE,1011.0,29.85,0.03,0.0,70,50,36.3,97.4,4.5,2.0,1.0,13.6,22.0,Madurai
